,width,height,crop_width,crop_heigth,name,quality,bpp,mse_score,psnr_score,ssim_score,cr_score,is_cropped
170,481,321,256,256,test026,94,1.5693680740409712,1.5013885498046875,46.36587261429993,0.9966447703967702,0.45433338733192935,True
171,481,321,256,256,test019,94,1.5868809139837177,1.554046630859375,46.21616314729221,0.9965383859421622,0.4734801323325389,True
172,481,321,256,256,test008,94,2.0431992020777066,2.0418701171875,45.03052247594372,0.9977261334385108,0.4911647245472947,True
173,481,321,256,256,test012,94,1.6240827455780726,1.03173828125,47.995108161193905,0.9977977528182617,0.45996002664890073,True
174,481,321,256,256,test068,94,1.9242362419932513,2.262908935546875,44.584132835306114,0.9975789995895359,0.515253213410746,True
175,321,481,256,256,test001,94,2.1811257699108166,2.06719970703125,44.97697926102224,0.9965011931208716,0.45676696990902727,True
176,321,481,256,256,test029,94,2.5668227537386414,4.2745208740234375,41.821929186292486,0.9981343082540622,0.5516867937636649,True
177,481,321,256,256,test030,94,1.294706640501033,0.8602294921875,48.784660330023975,0.9978303326052831,0.45642563940637826,True
178,481,321,256,256,test028,94,0.7675079824612535,0.6326751708984375,50.118995697996056,0.9969725469149149,0.43408482995796716,True
179,512,512,256,256,lena,94,1.007781982421875,1.0653076171875,47.856053285329445,0.9968056807381456,0.4810844629822732,True
180,481,321,256,256,test061,94,1.1909249292426862,1.380889892578125,46.729213100605676,0.9959196104049085,0.4377679311214381,True
181,321,481,256,256,test067,94,2.646770422471357,3.088653564453125,43.23311162014127,0.9984116006929687,0.5128822100651488,True
182,481,321,256,256,test010,94,1.2766756691990337,0.8064727783203125,49.06490648070144,0.9976900774985644,0.45008354218880536,True
183,321,481,256,256,test054,94,1.552995123088581,1.2373504638671875,47.205876353967625,0.9972575274050465,0.46775557133678264,True
184,321,481,256,256,test001,94,2.1811257699108166,2.06719970703125,44.97697926102224,0.9965011931208716,0.45676696990902727,True
185,321,481,256,256,test021,94,2.2395191740986133,1.8633880615234375,45.427770521723886,0.9970498986377285,0.49458078615516377,True
186,481,321,256,256,test006,94,0.8205128205128205,0.4798736572265625,51.31953450975396,0.997370928684643,0.4087062369580339,True
187,481,321,256,256,test048,94,1.478591459899871,1.536712646484375,46.264876955239345,0.9975428350887101,0.4876940918755235,True
188,481,321,256,256,test035,94,1.6187459925777683,1.681610107421875,45.87355051821972,0.9973514558570831,0.46825468707544604,True
189,321,481,256,256,test038,94,1.4737210251228943,0.992706298828125,48.16259583334503,0.9971782371938924,0.45722960151802655,True
190,481,321,256,256,test013,94,1.3233074915317906,0.705291748046875,49.64711558263451,0.9981535386596873,0.45286919831223627,True
191,481,321,256,256,test052,94,0.9160562431590469,0.692779541015625,49.724853071403984,0.9967294055832528,0.41381602495270237,True
192,321,481,256,256,test055,94,1.8868789709911205,1.7464447021484375,45.70925521785739,0.9969791992734123,0.4769478678642834,True
193,321,481,256,256,test062,94,0.8823777048076114,0.5382232666015625,50.82117893121584,0.9979572775701713,0.44983099951714145,True
194,481,321,256,256,test009,94,1.3865195173606388,1.2262115478515625,47.24514959087627,0.9979746527410241,0.47199202228259,True
195,481,321,256,256,test050,94,1.8072421810739567,1.97747802734375,45.1696869431457,0.9966984701280777,0.4667234975339463,True
196,481,321,256,256,test040,94,1.4644464737922682,1.0966033935546875,47.73030775348357,0.9966829785747301,0.45310853530031614,True
